Unnamed: 0,index,Paper Title,Authors,Published Year,Publication Venue
1588732,1588733,Safe side effects commitment for OS-level virtualization,Zhiyong Shan;Xin Wang;Tzi-cker Chiueh;Xiaofeng Meng,2011.0,Proceedings of the 8th ACM international conference on Autonomic computing
394344,394345,A Microsoft Word 6.0 for Windows - a Practical Approach,Connie Morrison;Brenda Lewis,1994.0,A Microsoft Word 6.0 for Windows - a Practical Approach
1444069,1444070,Scheduling and Resource Allocation in LTE Uplink with a Delay Requirement,Oscar Delgado;Brigitte Jaumard,2010.0,CNSR '10 Proceedings of the 2010 8th Annual Communication Networks and Services Research Conference
852876,852877,Software Defect Association Mining and Defect Correction Effort Prediction,Qinbao Song;Martin Shepperd;Michelle Cartwright;Carolyn Mair,2006.0,IEEE Transactions on Software Engineering
1871882,1871883,"DIY-CDR: an ontology-based, Do-It-Yourself component discoverer and recommender",Yan Tang;Robert Meersman,2012.0,Personal and Ubiquitous Computing
632741,632742,Alignment and Distribution is NOT (Always) NP-Hard,F. Rastello,1998.0,ICPADS '98 Proceedings of the 1998 International Conference on Parallel and Distributed Systems
986673,986674,A framework of quantum-inspired multi-objective evolutionary algorithms and its convergence condition,Zhiyong Li;Guenter Rudolph,2007.0,Proceedings of the 9th annual conference on Genetic and evolutionary computation
1133120,1133121,Breaking the short certificateless signature scheme,Kyung-Ah Shim,2009.0,Information Sciences: an International Journal
1282109,1282110,Spectral Graph Theory and Network Dependability,Alvaro Torres;George Anders,2009.0,DEPCOS-RELCOMEX '09 Proceedings of the 2009 Fourth International Conference on Dependability of Computer Systems
200439,200440,Case reconstruction before assessment,Henk de Bruijn;Radboud Winkels,1995.0,ICAIL '95 Proceedings of the 5th international conference on Artificial intelligence and law
1666766,1666767,Poster: control-flow integrity for smartphones,Lucas Davi;Alexandra Dmitrienko;Manuel Egele;Thomas Fischer;Thorsten Holz;Ralf Hund;Stefan Nürnberger;Ahmad-Reza Sadeghi,2011.0,Proceedings of the 18th ACM conference on Computer and communications security
612442,612443,A Time-to-Digital Converter with 35 ps Resolution and 2.5 µs Range,Elvi Räisänen-Ruotsalainen;Timo Rahkonen;Juha Kostamovaara,1998.0,MWSCAS '98 Proceedings of the 1998 Midwest Symposium on Systems and Circuits
1045097,1045098,Olap over uncertain and imprecise data,Raghu Ramakrishnan;Anhai Doan;Doug Burdick,2007.0,Olap over uncertain and imprecise data
1777950,1777951,Global exponential stability of impulsive fuzzy Cohen-Grossberg neural networks with mixed delays and reaction-diffusion terms,Chenhui Zhou;Hongyu Zhang;Hongbin Zhang;Chuangyin Dang,2012.0,Neurocomputing
430602,430603,The Existence of Four HMOLS with Equal Sized Holes,R. Julian R. Abel;F. E. Bennett;G. Ge,2002.0,"Designs, Codes and Cryptography"
164406,164407,Completeness of combinations of conditional constructor systems,Aart Middeldorp,1994.0,Journal of Symbolic Computation - Special issue on conditional term rewriting systems
1576645,1576646,Traffic analysis attacks on Skype VoIP calls,Ye Zhu;Huirong Fu,2011.0,Computer Communications
881993,881994,A surface reconstruction algorithm for topology optimization,Atsushi Koguchi;Noboru Kikuchi,2006.0,Engineering with Computers
1058768,1058769,Methods of Chebyshev points of convex sets and their applications,T. I. Belykh;V. P. Bulatov;E. N. Yas'Kova,2008.0,Automation and Remote Control
1407582,1407583,A general distributed scalable peer to peer scheduler for mixed tasks in grids,Cong Liu;Sanjeev Baskiyar;Shuang Li,2007.0,HiPC'07 Proceedings of the 14th international conference on High performance computing
1665730,1665731,Probabilistic brain atlas encoding using bayesian inference,Koen Van Leemput,2006.0,MICCAI'06 Proceedings of the 9th international conference on Medical Image Computing and Computer-Assisted Intervention - Volume Part I
1092817,1092818,Modeling of Signals in Subnanosecond Analog-to-Digital Information Converters,Albinas Marcinkevičius;Darius Poviliauskas,2004.0,Informatica
2030644,2030645,Proceedings of the First International Conference on Technological Ecosystem for Enhancing Multiculturality,Francisco José García-Peñalvo,2013.0,Technological Ecosystems for Enhancing Multiculturality Conference
1049906,1049907,A two-player game system implemented under WAP,Andrew Warren;Peter S. Excell;William Wyatt-Millington,2005.0,International Journal of Mobile Communications
712603,712604,Algorithms for external beam dose computation,Haejae Jung;Sartaj K. Sahni,2000.0,Algorithms for external beam dose computation
685183,685184,Error-proneness in programming,Edward Arthur Youngs,1970.0,Error-proneness in programming
621229,621230,An Improved Calibration Framework for Electromagnetic Tracking Devices,Milan Ikits;J. Dean Brederson;Charles D. Hansen;John M. Hollerbach,2001.0,VR '01 Proceedings of the Virtual Reality 2001 Conference (VR'01)
569133,569134,Registration and Composition of Stacks of Serial Optical Slices Captured by a Confocal Microscope,Martin Capek,1999.0,CAIP '99 Proceedings of the 8th International Conference on Computer Analysis of Images and Patterns
1787970,1787971,Adaptive fuzzy sliding mode control of nonlinear system,Byungkook Yoo;Woonchul Ham,1998.0,IEEE Transactions on Fuzzy Systems
1088491,1088492,"Apple pro training series final cut pro for news and sports quick-reference guide, second edition",Joe Torelli,2008.0,"Apple pro training series final cut pro for news and sports quick-reference guide, second edition"
1008139,1008140,TITAN: a Framework for Aspect Oriented System Evolution,Miguel A. Perez-Toledano;Amparo Navasa;Juan M. Murillo;Carlos Canal,2007.0,ICSEA '07 Proceedings of the International Conference on Software Engineering Advances
1161980,1161981,Solving PDE Models in Modelica,Zhihua Li;Ling Zheng;Huili Zhang,2008.0,ISISE '08 Proceedings of the 2008 International Symposium on Information Science and Engieering - Volume 01
224324,224325,A new extension of classical Mu¨ller's theorem,C. Marcelli;P. Rubbioni,1997.0,"Nonlinear Analysis: Theory, Methods & Applications"
1388124,1388125,Well-founded semantics and the algebraic theory of non-monotone inductive definitions,Marc Denecker;Joost Vennekens,2007.0,LPNMR'07 Proceedings of the 9th international conference on Logic programming and nonmonotonic reasoning
844572,844573,Event Count Automata: A State-Based Model for Stream Processing Systems,Samarjit Chakraborty;Linh T.  X. Phan;P. S. Thiagarajan,2005.0,RTSS '05 Proceedings of the 26th IEEE International Real-Time Systems Symposium
1042876,1042877,2008 Special Issue: Neural network approach for robust and fast calculation of physical processes in numerical environmental models: Compound parameterization with a quality control of larger errors,Vladimir M. Krasnopolsky;Michael S. Fox-Rabinovitz;Hendrik L. Tolman;Alexei A. Belochitski,2008.0,Neural Networks
795609,795610,Domain-specific software model checking, Robby;John Hatcliff;Matthew B. Dwyer,2004.0,Domain-specific software model checking
1886492,1886493,Ambient Media for the Third Place in Urban Environments,Kiralie Houghton;Artur Lugmayr;Jaz Hee-jeong Choi,2012.0,ICMEW '12 Proceedings of the 2012 IEEE International Conference on Multimedia and Expo Workshops
1104559,1104560,Mechanism and Localization of Wall Failure During Abdominal Aortic Aneurysm Formation,Dominik Szczerba;Robert Mcgregor;Krishnamurthy Muralidhar;Gábor Székely,2008.0,ISBMS '08 Proceedings of the 4th international symposium on Biomedical Simulation
2004850,2004851,The least-squares pseudo-spectral method for Navier-Stokes equations,Peyman Hessari;Byeong-Chun Shin,2013.0,Computers & Mathematics with Applications
1860243,1860244,Morphological shared-weight networks with applications to automatic target recognition,Yonggwan Won;P. D. Gader;P. C. Coffield,1997.0,IEEE Transactions on Neural Networks
332257,332258,Solvability of Neumann problem for elliptic equations at resonance,Chun-Lei Tang,2001.0,"Nonlinear Analysis: Theory, Methods & Applications"
1592487,1592488,"The geometric parameters of solar wind discontinuities based on STEREO, ACE and WIND measurements",V. Reshetnyk;O. Agapitov,2011.0,International Journal of Remote Sensing - Atmospheric Studies by Optical Methods. 36th Annual Meeting
315195,315196,OoLALA: an object oriented analysis and design of numerical linear algebra,Mikel Luján;T. L. Freeman;John R. Gurd,2000.0,"OOPSLA '00 Proceedings of the 15th ACM SIGPLAN conference on Object-oriented programming, systems, languages, and applications"
1893559,1893560,The mediating effect of organizational culture and knowledge sharing on transformational leadership and Enterprise Resource Planning systems success: An empirical study in China,Zhen Shao;Yuqiang Feng;Luning Liu,2012.0,Computers in Human Behavior
836572,836573,LCD Display Energy Reduction by User Monitoring,Vasily G. Moshnyaga;Eiji Morikawa,2005.0,ICCD '05 Proceedings of the 2005 International Conference on Computer Design
1554511,1554512,Robust Learning for Adaptive Programs by Leveraging Program Structure,Jervis Pinto;Alan Fern;Tim Bauer;Martin Erwig,2010.0,ICMLA '10 Proceedings of the 2010 Ninth International Conference on Machine Learning and Applications
1077019,1077020,CoDePA: a conceptual design pattern approach to model behavior for X3D worlds,Bram Pellens;Olga De Troyer;Frederic Kleinermann,2008.0,Web3D '08 Proceedings of the 13th international symposium on 3D web technology
1097580,1097581,"A Hierarchical Learning System Incorporating with Supervised, Unsupervised and Reinforcement Learning",Jinglu Hu;Takafumi Sasakawa;Kotaro Hirasawa;Huiru Zheng,2007.0,ISNN '07 Proceedings of the 4th international symposium on Neural Networks: Advances in Neural Networks
1801920,1801921,"Report on the G-E ""Goals of Engineering Education"" Questionnaire",Michael P. Smyth,1967.0,IEEE Transactions on Education
326369,326370,Some basic terminology connected with mechanical languages and their processors: a tentative base terminology presented to ASA x3.4 as a proposal for subsequent inclusion in a glossary,Saul Gorn,1961.0,Communications of the ACM
1731611,1731612,Algorithms for computing triangular decomposition of polynomial systems,Changbo Chen;Marc Moreno Maza,2012.0,Journal of Symbolic Computation
823626,823627,A delivery framework for health data mining and analytics,Damien McAullay;Graham Williams;Jie Chen;Huidong Jin;Hongxing He;Ross Sparks;Chris Kelman,2005.0,ACSC '05 Proceedings of the Twenty-eighth Australasian conference on Computer Science - Volume 38
667401,667402,An Analysis of the Role of ATC in the AILS Concept,Waller Marvin C.;Doyle Thomas M.;McGee Frank G.,2000.0,An Analysis of the Role of ATC in the AILS Concept
1819194,1819195,A study on the interchangeability of the center-rotating drum VCR,J. Takeuchi;A. Koga;T. Kozai,1995.0,IEEE Transactions on Consumer Electronics
1474336,1474337,"Why Do Software Firms Fail? Capabilities, Competitive Actions, and Firm Survival in the Software Industry from 1995 to 2007",Shanling Li;Jennifer Shang;Sandra A. Slaughter,2010.0,Information Systems Research
897111,897112,Throughput Optimized SHA-1 Architecture Using Unfolding Transformation,Yong Ki Lee;Herwin Chan;Ingrid Verbauwhede,2006.0,"ASAP '06 Proceedings of the IEEE 17th International Conference on Application-specific Systems, Architectures and Processors"
1005255,1005256,Improved Rough Set Model Based on Set Pair Connection Degree,Yi Xu;Long-shu Li;Xue-jun Li,2007.0,FSKD '07 Proceedings of the Fourth International Conference on Fuzzy Systems and Knowledge Discovery - Volume 01
1687058,1687059,Phase Based Disparity Estimation Using Adaptive Structured Light and Dual-Tree Complex Wavelet,Qiang Li;Moyuresh Biswas;Michael R. Frater;Mark R. Pickering,2011.0,DICTA '11 Proceedings of the 2011 International Conference on Digital Image Computing: Techniques and Applications
1655743,1655744,OPMAC: one-key poly1305 MAC,Dayin Wang;Dongdai Lin;Wenling Wu,2006.0,Inscrypt'06 Proceedings of the Second SKLOIS conference on Information Security and Cryptology
673761,673762,EFFICIENT COLLISION DETECTION FOR ANIMATION AND ROBOTICS,Ming C Lin,1994.0,EFFICIENT COLLISION DETECTION FOR ANIMATION AND ROBOTICS
1758731,1758732,Optimization of LDPC-coded turbo CDMA systems,Xiaodong Wang;Guosen Yue;K.R. Narayanan,2005.0,IEEE Transactions on Signal Processing
1512202,1512203,Automatic Component Protocol Generation and Verification of Components,Andreas Both;Dirk Richter,2010.0,SEAA '10 Proceedings of the 2010 36th EUROMICRO Conference on Software Engineering and Advanced Applications
1837539,1837540,Permissible functions for multioutput components in combinational logic optimization,Y. Watanabe;L. M. Guerra;R. K. Brayton,2006.0,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
1542882,1542883,How to make your enterprise architecture management endeavor fail!,Sabine Buckl;Alexander M. Ernst;Florian Matthes;Christian M. Schweda,2009.0,Proceedings of the 16th Conference on Pattern Languages of Programs
1159177,1159178,Exploiting Graphic Card Processor Technology to Accelerate Data Mining Queries in SAP NetWeaver BIA,Christoph Weyerhaeuser;Tobias Mindnich;Franz Faerber;Wolfgang Lehner,2008.0,ICDMW '08 Proceedings of the 2008 IEEE International Conference on Data Mining Workshops
903370,903371,Pro Apache Struts with Ajax (Pro),John Carnell;Rob Harrop;Kunal Mittal,2006.0,Pro Apache Struts with Ajax (Pro)
1888285,1888286,A New K-NN Query Processing Algorithm Enhancing Privacy Protection in Location-Based Services,Mi Young Jang;Sung-Jae Jang;Jae-Woo Chang,2012.0,MS '12 Proceedings of the 2012 IEEE First International Conference on Mobile Services
1343579,1343580,Affine equivalence in the AES round function,A. M. Youssef;S. E. Tavares,2005.0,Discrete Applied Mathematics
995127,995128,A Fast Firing Binaural System for Ultrasonic Pattern Recognition,Fernando Moita;Ana C. Lopes;Urbano Nunes,2007.0,Journal of Intelligent and Robotic Systems
1349167,1349168,Report highlights: EMV - the ICC specifications for payment systems,Mike Ward,1999.0,Information Security Tech. Report
1802982,1802983,"A Torque Transducer System for Observing, Recording, and Controlling",A. A. Emmerling,1963.0,IEEE Transactions on Education
135801,135802,Objects in insurance: gaining the competitive edge in financial services,Scott H. Koehler,1992.0,Object Magazine
858908,858909,Novel adaptive control algorithms via soft computing methods,Ho Fai James Ho;Y. K. Wong;A. B. Rad,2005.0,Novel adaptive control algorithms via soft computing methods
1431921,1431922,The Role of Some Functional Equations in Decision Analysis,Ali E. Abbas;János Aczél,2010.0,Decision Analysis
1643938,1643939,Law Enforcement Ontology for Identification of Related Information of Interest Across Free Text Dcouments,James R.  (Bob) Johnson;Anita Miller;Latifur Khan,2011.0,EISIC '11 Proceedings of the 2011 European Intelligence and Security Informatics Conference
337878,337879,Interposition agents: transparently interposng user code at the system interface,Michael B. Jones,2001.0,Secure Internet programming
225658,225659,On the distinction between functional development and functional maintenance,John Krogstie,1995.0,Journal of Software Maintenance: Research and Practice
495783,495784,Compiling Knowledge into Decomposable Negation Normal Form,Adnan Darwiche,1999.0,IJCAI '99 Proceedings of the Sixteenth International Joint Conference on Artificial Intelligence
2017559,2017560,Regularization in reinforcement learning,Csaba Szepesvari;Amir-Massoud Farahmand,2011.0,Regularization in reinforcement learning
1610568,1610569,Motivic topologies: mathematical and computational modelling in music analysis,Chantal Buteau;Christina Anagnostopoulou,2011.0,MCM'11 Proceedings of the Third international conference on Mathematics and computation in music
149506,149507,System development environments: contemporary concepts,D. Schefström,1993.0,Tool integration
1479575,1479576,Sensitivity of results to different data quality meta-data criteria in the sample selection of projects from the ISBSG dataset,Marta Fernández-Diego;Mónica Martínez-Gómez;José-María Torralba-Martínez,2010.0,Proceedings of the 6th International Conference on Predictive Models in Software Engineering
716083,716084,Efficient techniques for multimedia transmission over packet-switched cellular networks,Pramod K. Varshney;Hyungkeun Lee,2002.0,Efficient techniques for multimedia transmission over packet-switched cellular networks
921306,921307,Unleashing ZBrush,Matthew Yetter,2007.0,Unleashing ZBrush
1480643,1480644,Language extension and composition with language workbenches,Markus Völter;Eelco Visser,2010.0,Proceedings of the ACM international conference companion on Object oriented programming systems languages and applications companion
618549,618550,Event Calculus with Explicit Quantifiers,I. Cervesato;M. Franceschet;A. Montanari,1998.0,TIME '98 Proceedings of the Fifth International Workshop on Temporal Representation and Reasoning
525703,525704,An Application of the Knowledge Intensive Engineering Framework to Building Foundation Design,M. Yoshioka;Y. Shamoto;Tetsuo Tomiyama,1998.0,Proceedings of the IFIP TC5 WG5.2 Third Workshop on Knowledge Intensive CAD
751353,751354,A measure of design readiness: using patterns to facilitate teaching introductory object-oriented design,Tracy L. Lewis;Mary Beth Rosson,2002.0,"OOPSLA '02 Companion of the 17th annual ACM SIGPLAN conference on Object-oriented programming, systems, languages, and applications"
1900412,1900413,Indoor Thermal Environment and Thermal Comfort of Body of Small Town House in Winter in North Areas of China,Nan Lu;Neng Zhu,2012.0,ICETCE '12 Proceedings of the 2012 Second International Conference on Electric Technology and Civil Engineering
270917,270918,Memory sharing predictor: the key to a speculative coherent DSM,An-Chow Lai;Babak Falsafi,1999.0,ISCA '99 Proceedings of the 26th annual international symposium on Computer architecture
514089,514090,PhDOOS 2000: The 10th Ph.D. Workshop on Object-Oriented Systems,Anthony Lauder;Marlon Dumas;Ákos Frohner;Ian Oliver,2000.0,"ECOOP '00 Proceedings of the Workshops, Panels, and Posters on Object-Oriented Technology"
910069,910070,Presentation control of declarative applications in interactive digital tv system receivers,Rogério Ferreira Rodrigues;Marcio Ferreira Moreno;Luiz Fernando Gomes Soares,2006.0,WebMedia '06 Proceedings of the 12th Brazilian Symposium on Multimedia and the web
459886,459887,Extending Development Graphs with Hiding,Till Mossakowski;Serge Autexier;Dieter Hutter,2001.0,FASE '01 Proceedings of the 4th International Conference on Fundamental Approaches to Software Engineering
1922858,1922859,Event recognition in parking lot surveillance system,Lih Lin Ng;Hong Siang Chua,2012.0,PRICAI'12 Proceedings of the 12th Pacific Rim international conference on Trends in Artificial Intelligence
1330824,1330825,An Analysis of Meta-learning Techniques for Ranking Clustering Algorithms Applied to Artificial Data,Rodrigo G. Soares;Teresa B. Ludermir;Francisco A. Carvalho,2009.0,ICANN '09 Proceedings of the 19th International Conference on Artificial Neural Networks: Part I
2057867,2057868,Interactive Kinect Using Mobile Phone for Education,Mahdieh Molaei Tehrani;Yan Peng Lim,2013.0,ICICM '13 Proceedings of the 2013 International Conference on Informatics and Creative Multimedia
1082959,1082960,Fire simulation and rendering in Beowulf,Magnus Wrenninge;Vincent Serritella;Theo Vandernoot;Henrik Falt;Patrick Witting,2008.0,ACM SIGGRAPH 2008 talks
2003534,2003535,Nested expectation propagation for Gaussian process classification,Jaakko Riihimäki;Pasi Jylänki;Aki Vehtari,2013.0,The Journal of Machine Learning Research
92138,92139,On Kramer's sampling theorem associated with general Strum-Liouville problems and Lagrange interpolation,Ahmed I. Zayed,1991.0,SIAM Journal on Applied Mathematics
1809536,1809537,Detection techniques for fading multipath channels with unresolved components,F. Danilo;H. Leib,2006.0,IEEE Transactions on Information Theory
1578911,1578912,Detecting software modularity violations,Sunny Wong;Yuanfang Cai;Miryung Kim;Michael Dalton,2011.0,Proceedings of the 33rd International Conference on Software Engineering
1955308,1955309,Low power cache architectures with hybrid approach of filtering unnecessary way accesses,Lingjun Fan;Shinan Wang;Yasong Zheng;Weisong Shi;Dongrui Fan,2013.0,Proceedings of the 2013 International Workshop on Programming Models and Applications for Multicores and Manycores
1328160,1328161,A particle-and-density based evolutionary clustering method for dynamic networks,Min-Soo Kim;Jiawei Han,2009.0,Proceedings of the VLDB Endowment
1216979,1216980,Distributed control systems with incomplete and uncertain information,Kendall E. Nygard;Jingpeng Tang,2008.0,Distributed control systems with incomplete and uncertain information
674921,674922,Analog Behavioral Simulation and Modeling,Edward W. Y. Liu,1993.0,Analog Behavioral Simulation and Modeling
437197,437198,Where is Computing Headed?,Ted G. Lewis,1994.0,Computer
828764,828765,A simple model generation system for computer graphics,Minh Tran;Amitava Datta;Nick Lowe,2005.0,Future Generation Computer Systems
917849,917850,Virtual sign animated pedagogic agents to support computer education for deaf learners,Benjaporn Saksiri;William G. Ferrell;Pintip Ruenwongsa,2006.0,ACM SIGACCESS Accessibility and Computing
1526520,1526521,"Matters of design, part II",Jason Hong,2011.0,Communications of the ACM
2063923,2063924,Neural Networks and Statistical Learning,Ke-Lin Du;M. N.S. Swamy,2013.0,Neural Networks and Statistical Learning
1448648,1448649,Radio resource allocation for OFDMA cognitive cooperative system,Zahra Golrezaei-KHuzani;Merhdad Ardebilipour,2010.0,ICACT'10 Proceedings of the 12th international conference on Advanced communication technology
1002370,1002371,A Rewriting Logic Approach to Operational Semantics (Extended Abstract),Traian Florin Şerbănuţă;Grigore Roşu;José Meseguer,2007.0,Electronic Notes in Theoretical Computer Science (ENTCS)
394565,394566,Linux from PC to Workstation: Unleashing the Workstation in Your PC,Stefan Strobel;Thomas Uhl;Robert Bach,1994.0,Linux from PC to Workstation: Unleashing the Workstation in Your PC
1405672,1405673,On stochastic modelling of linear circuits,Tarun Kumar Rawat;Harish Parthasarathy,2010.0,International Journal of Circuit Theory and Applications
99412,99413,Integrating EBL with automatic text analysis,S. Delisle;S. Matwin;L. Zupan,1991.0,EWSL-91 Proceedings of the European working session on learning on Machine learning
922071,922072,A Short Course in Mathematical Methods With Maple,Henrik Aratyn;Constantin Rasinariu,2005.0,A Short Course in Mathematical Methods With Maple
58324,58325,The use of analogy in incremental SBL,C. Vrain;Y. Kodratoff,1989.0,Knowledge representation and organization in machine learning
333464,333465,Spatial aggregation of two-dimensional objects in raster data structures,J. Bogaert;R. Rousseau,2001.0,Applied Mathematics and Computation
873989,873990,Mathematical models and software tools for the glucose-insulin regulatory system and diabetes: an overview,Athena Makroglou;Jiaxu Li;Yang Kuang,2006.0,"Applied Numerical Mathematics - The third international conference on the numerical solutions of volterra and delay equations, May 2004, Tempe, AZ"
2050256,2050257,Equilibrium customer strategies in Markovian queues with partial breakdowns,Le Li;Jinting Wang;Feng Zhang,2013.0,Computers and Industrial Engineering
1093749,1093750,Enabling attribute delegation in ubiquitous environments,Isaac Agudo;Javier Lopez;Jose A. Montenegro,2008.0,Mobile Networks and Applications
1726800,1726801,Some thoughts on behavioral programming,David Harel,2010.0,PETRI NETS'10 Proceedings of the 31st international conference on Applications and Theory of Petri Nets
1221421,1221422,Computational Probability: Algorithms and Applications in the Mathematical Sciences,John H. Drew;Diane L. Evans;Andrew G. Glen;Lawrence M. Leemis,2007.0,Computational Probability: Algorithms and Applications in the Mathematical Sciences
749693,749694,Independent Component Analysis: A Tutorial Introduction,James V. Stone,2004.0,Independent Component Analysis: A Tutorial Introduction
625144,625145,"Electronically directed ""focal"" stereo",P. Burt;L. Wixson;G. Salgian,1995.0,ICCV '95 Proceedings of the Fifth International Conference on Computer Vision
1997061,1997062,On optimizing Jacobi-Davidson method for calculating eigenvalues in low dimensional structures using eight band k·p model,Janusz Andrzejewski,2013.0,Journal of Computational Physics
1582424,1582425,The Performance of Greedy Geographic Forwarding in Unmanned Aeronautical Ad-Hoc Networks,Rostam Shirani;Marc St-Hilaire;Thomas Kunz;Yifeng Zhou;Jun Li;Louise Lamont,2011.0,CNSR '11 Proceedings of the 2011 Ninth Annual Communication Networks and Services Research Conference
1561748,1561749,Language Modeling for Information Retrieval,W. Bruce Croft;John Lafferty,2010.0,Language Modeling for Information Retrieval
354924,354925,Online Investing: How to Find the Right Stocks at the Right Time,Jon D. Markman,1999.0,Online Investing: How to Find the Right Stocks at the Right Time
2037172,2037173,Bandwidth Enhancement for Truncated Rectangular Microstrip Antenna Using Stacked Patches and Defected Ground Structure,Siddiqui Naushad Ather;Rajesh Kumar Verma;P. K. Singhal,2013.0,CICN '13 Proceedings of the 2013 5th International Conference on Computational Intelligence and Communication Networks
1169542,1169543,Global optimization of higher order moments in portfolio selection,Dietmar Maringer;Panos Parpas,2009.0,Journal of Global Optimization
603201,603202,Using a distributed mini-computer network to automate a biochemical laboratory,"William J. Lennon;Eric L. Baatz;Sandra L. Colussi;Kenneth E. Kinnear, Jr.",1976.0,SIGMINI '76 Proceedings of the ACM SIGMINI/SIGPLAN interface meeting on Programming systems in the small processor environment
1616304,1616305,"Optimal policy for single-machine scheduling with deterioration effects, learning effects, setup times, and availability constraints",Sheng Yu;Yinfeng Xu;Ming Liu;Feifeng Zheng,2011.0,COCOA'11 Proceedings of the 5th international conference on Combinatorial optimization and applications
1824938,1824939,High-order solution of one-dimensional sine-Gordon equation using compact finite difference and DIRKN methods,Akbar Mohebbi;Mehdi Dehghan,2010.0,Mathematical and Computer Modelling: An International Journal
285253,285254,MuSiC: an event-flow computer for fast simulation of digital systems,Winfried Hahn;Kristian Fischer,1985.0,DAC '85 Proceedings of the 22nd ACM/IEEE Design Automation Conference
360817,360818,Internet Adventures,Cynthia Leshin,1996.0,Internet Adventures
807401,807402,Support for arbitrary regions in XSL-FO: a proposal for extending XSL-FO semantics and processing model,Ana Cristina B. da Silva;Joao B. S. de Oliveira;Fernando T. M. Mano;Thiago B. Silva;Leonardo L. Meirelles;Felipe R. Meneguzzi;Fabio Giannetti,2005.0,WWW '05 Special interest tracks and posters of the 14th international conference on World Wide Web
193031,193032,Turing in the land of O(z),Solomon Feferman,1995.0,The universal Turing machine (2nd ed.)
1651708,1651709,Integrating marine species biomass data by modelling functional knowledge,Allan Tucker;Daniel Duplisea,2011.0,IDA'11 Proceedings of the 10th international conference on Advances in intelligent data analysis X
1897956,1897957,A Simple Architecture for Computing Moments and Orientation of an Image,Sabyasachi Dey;Bhargab B. Bhattacharya;Malay K. Kundu;Tinku Acharya Acharya,2002.0,Fundamenta Informaticae
1635758,1635759,5th international workshop on adaptive and dependable mobile ubiquitous systems ADAMUS 2011,Domenico Cotroneo;Vincenzo De Florio,2011.0,DSN '11 Proceedings of the 2011 IEEE/IFIP 41st International Conference on Dependable Systems&Networks
297755,297756,Nature of the Pb1 interface defect in (100)Si/SiO2 as revealed by electron spin resonance 29Si hyperfine structure,A. Stesmans;V. V. Afanas'ev,1999.0,INFOS'99 Proceedings of the 11th biennial conference on on Insulating films on semiconductors
276043,276044,Multi-objective scheduling with fuzzy due-date,Tadahiko Murata;Mitsuo Gen;Hisao Ishibuchi,1998.0,ICC&IE Selected papers from the 22nd ICC&IE conference on Computers & industrial engineering
1462710,1462711,Research on Coding Schema Which Supporting Sustained Updating XML Data,Huabei Nie;Yichun Peng,2010.0,MVHI '10 Proceedings of the 2010 International Conference on Machine Vision and Human-machine Interface
787614,787615,A Complete Guide to PivotTables: A Visual Approach,Paul Cornell,2004.0,A Complete Guide to PivotTables: A Visual Approach
1848805,1848806,Blind beamforming on a randomly distributed sensor array system,Kung Yao;R. E. Hudson;C. W. Reed;Daching Chen;F. Lorenzelli,2006.0,IEEE Journal on Selected Areas in Communications
749781,749782,Engineering Problem Solving with C (3rd Edition),Delores M Etter;Jeanine A. Ingber,2004.0,Engineering Problem Solving with C (3rd Edition)
465748,465749,Improving Regressors using Boosting Techniques,Harris Drucker,1997.0,ICML '97 Proceedings of the Fourteenth International Conference on Machine Learning
1074586,1074587,Technical communique: Robust state prediction for descriptor systems,João Y. Ishihara;Marco H. Terra,2008.0,Automatica (Journal of IFAC)
1533220,1533221,RTDS Based Maximal Power Point Tracking Simulation for Permanent Magnet Synchronous Generator,Jinmei Chen;Ancheng Xue;Tianshu Bi,2010.0,ICDMA '10 Proceedings of the 2010 International Conference on Digital Manufacturing & Automation - Volume 02
896885,896886,Attention analysis in interactive software for children with autism,A. Ould Mohamed;V. Courboulay;K. Sehaba;M. Menard,2006.0,Proceedings of the 8th international ACM SIGACCESS conference on Computers and accessibility
1714229,1714230,Model-based assessment of baroreflex and cardiopulmonary couplings during graded head-up tilt,Alberto Porta;Tito Bassani;Vlasta Bari;Eleonora Tobaldini;Anielle C. M. Takahashi;Aparecida M. Catai;Nicola Montano,2012.0,Computers in Biology and Medicine
186849,186850,Improving balanced scheduling with compiler optimizations that increase instruction-level parallelism,Jack L. Lo;Susan J. Eggers,1995.0,PLDI '95 Proceedings of the ACM SIGPLAN 1995 conference on Programming language design and implementation
283266,283267,HKIA SAS: a constraint-based airport stand allocation system developed with software components,Andy Hon Wai Chun;Steve Ho Chuen Chan;Francis Ming Fai Tsang;Dennis Wai Ming Yeung,1999.0,AAAI '99/IAAI '99 Proceedings of the sixteenth national conference on Artificial intelligence and the eleventh Innovative applications of artificial intelligence conference innovative applications of artificial intelligence
1019984,1019985,"Erratum: Erratum to ""Model-based fit procedure for power-law-like spectra"" [J. Comput. Phys. 217 (2006) 834-844]",E. Milotti,2007.0,Journal of Computational Physics
361467,361468,Interactive Communications: New Technologies and Future Directions,Bohdan O. Szuprowicz,1995.0,Interactive Communications: New Technologies and Future Directions
1131801,1131802,Topology-unaware routing in irregular self-assembled networks-on-chip: an explorative case study,Christof Teuscher,2007.0,Proceedings of the 2nd international conference on Nano-Networks
